,country,year,similarity
0,Afghanistan,1923,0.0
1,Afghanistan,1931,0.15273220837116241
2,Afghanistan,1964,0.1497868001461029
3,Afghanistan,1977,0.32128778100013733
4,Afghanistan,1987,0.1276504397392273
5,Afghanistan,1990,0.0036489414051175117
6,Afghanistan,2004,0.050301872193813324
7,Albania,1925,0.0
8,Albania,1928,0.2389204204082489
9,Albania,1939,0.20242291688919065
10,Albania,1946,0.4202526211738587
11,Albania,1976,0.23979243636131284
12,Albania,1998,0.46647784113883967
13,Algeria,1963,0.0
14,Algeria,1996,0.1487467885017395
15,Andorra,1993,0.0
16,Angola,1975,0.0
17,Angola,2010,0.37728253006935125
18,Antigua Barbuda,1981,0.0
19,Argentina,1819,0.0
20,Argentina,1826,0.05512522906064987
21,Argentina,1853,0.28054577112197876
22,Armenia,1995,0.0
23,Armenia,2005,0.020158857107162472
24,Armenia,2015,0.04847190901637077
25,Australia,1901,0.0
26,Austria,1920,0.0
27,Austria,1934,0.01621188595890999
28,Austria Hungary,1849,0.0
29,Azerbaijan,1991,0.0
30,Azerbaijan,1995,0.11052776873111726
31,Azerbaijan,2009,0.00140073848888278
32,Baden,1818,0.0
33,Bahamas,1973,0.0
34,Bahrain,1973,0.0
35,Bahrain,2002,0.12846535444259644
36,Bangladesh,1972,0.0
37,Barbados,1966,0.0
38,Bavaria,1808,0.0
39,Bavaria,1818,0.16204021871089935
40,Belarus,1994,0.0
41,Belgium,1831,0.0
42,Belize,1981,0.0
43,Benin,1964,0.0
44,Benin,1970,0.0641879290342331
45,Benin,1990,0.08709558844566345
46,Bhutan,1953,0.0
47,Bhutan,2008,0.3529213964939117
48,Bolivia,1826,0.0
49,Bolivia,1831,0.01708485558629036
50,Bolivia,1843,0.06025426834821702
51,Bolivia,1851,0.04238617792725563
52,Bolivia,1880,0.21680930256843567
53,Bolivia,1938,0.1977047473192215
54,Bolivia,1945,0.04230252653360367
55,Bolivia,1967,0.2199321091175079
56,Bolivia,2009,0.5577658414840698
57,BosniaAndHerzegovina,1995,0.0
58,Botswana,1966,0.0
59,Brazil,1824,0.0
60,Brazil,1891,0.23106318712234497
61,Brazil,1937,0.18430867791175845
62,Brazil,1946,0.05002725869417191
63,Brazil,1967,0.034522887319326394
64,Brazil,1988,0.11948551982641219
65,Bulgaria,1947,0.0
66,Bulgaria,1971,0.13926416635513308
67,Bulgaria,1991,0.36545360088348383
68,Burkina Faso,1960,0.0
69,Burkina Faso,1988,0.6926872730255127
70,Burkina Faso,1991,0.6836653947830199
71,Burundi,1962,0.0
72,Burundi,1974,0.3659184277057648
73,Burundi,1981,0.09952076524496078
74,Burundi,1992,0.03751221671700477
75,Burundi,2004,0.04359173774719238
76,Burundi,2005,0.02293893694877624
77,Cambodia,1947,0.0
78,Cambodia,1972,0.30831077694892883
79,Cambodia,1976,0.6402127742767333
80,Cambodia,1981,0.19998550415039062
81,Cambodia,1989,0.096354678273201
82,Cambodia,1993,0.29007324576377874
83,Cameroon,1960,0.0
84,Cameroon,1961,0.6213521957397462
85,Cameroon,1972,0.18529266119003296
86,Canada,1791,0.0
87,Canada,1867,0.2340366989374161
88,Canada,2011,0.03231604397296905
89,Cape Verde,1980,0.0
90,Caribbean Charter,1997,0.0
91,Central African Republic,1981,0.0
92,Central African Republic,1994,0.03422399237751961
93,Central African Republic,2004,0.05266720056533814
94,Central African Republic,2013,0.11568357050418855
95,Chad,1960,0.0
96,Chad,1962,0.07060742378234862
97,Chad,1996,0.06293417513370513
98,Chile,1823,0.0
99,Chile,1828,0.07712121307849884
100,Chile,1833,0.028702657669782642
101,Chile,1925,0.11913815140724182
102,Chile,1980,0.19043979048728946
103,China,1914,0.0
